0,0301129;0,271615;1,85831
0,00313676;0,320588;1,85831
0,023212;0,247198;1,85831
0,0103513;0,256519;1,85831
0,016468;0,290587;1,85831
0,00893977;0,202105;1,85831
0,00219573;0,355685;1,85831
0;-nan(ind);1,6982
0;-nan(ind);1,6982
0;-nan(ind);1,6982
0,00784191;0,269677;1,85831
0,00125471;0,269231;1,85831
0,00909661;0,349655;1,85831
0,00313676;0,304444;1,85831
0,00392095;0,367442;1,85831
0,00250941;0,30163;1,85831
0.0053325;0.324706;3.58156
0.0219573;0.232321;2.95325
0.00611669;0.206379;2.95141
0.00235257;0.282353;3.18664
0.0219573;0.232321;3.58327
0.0065872;0.216974;3.58327
0.0219573;0.232321;3.58327
0.0418758;0.190737;3.58327
0.00893977;0.206363;3.58327
0.0219573;0.232321;3.58327
0.00423463;0.196382;nan
0.00423463;0.196382;nan
0.0156838;0.25439;nan
0.0065872;0.216974;nan
0.0219573;0.232321;nan
0.0219573;0.232321;nan;nan;1;nan;
0.0219573;0.232321;nan;nan;1;nan;
0.0219573;0.232321;0;0;1;0;
0.0219573;0.232321;0;0;1;0.0216641;
0.0219573;0.232321;0;0;0;0;
0.0219573;0.232321;0.745238;0.745238;0.487941;0.337805;
0.0200753;0.200684;0.885851;0.803011;0.446117;0.30885;
0.00423463;0.196382;0.904967;0.169385;0.0941029;0.0651482;
0.00219573;0.262391;0.611597;0.0878294;0.0487941;0.0337805;
0.00423463;0.196382;0.904967;0.169385;0.0941029;0.0651482;
0.00423463;0.196382;0.904967;0.169385;0.0941029;0.0651482;
0.00423463;0.196382;0.904967;0.169385;0.0941029;0.0651482;
0.000941029;0.268939;0.582492;0.0376412;0.0209118;0.0144774;
0.0219573;0.232321;0.745238;0.745238;0.487941;0.337805;
0.0200753;0.200684;0.885851;0.803011;0.446117;0.30885;
0.015527;0.0905051;0.9938;0.621079;0.345044;0.238877;
0.0459536;0.142321;0.63584;0.831483;1;0.706978;
0.0418758;0.190737;0.683814;0.894219;0.930057;0.644243;
0.000941029;0.211382;0.838302;0.0376412;0.0209118;0.0144774;
0.00470514;0.152778;1;0.188206;0.104559;0.0723868;
0.0108218;0.235254;0.732202;0.432873;0.240485;0.16649;
0.0020389;0.163462;1;0.0815558;0.0453088;0.0313676;
0.000941029;0.174797;1;0.0376412;0.0209118;0.0144774;
0.0199184;0.167902;0.942136;0.796738;0.442632;0.306438;
0.0199184;0.167902;0.942136;0.796738;0.442632;0.306438;
0.00423463;0.196382;0.904967;0.169385;0.0941029;0.0651482;
0.0219573;0.232321;0.745238;0.745238;0.487941;0.337805;
0.00611669;0.206379;0.860538;0.244668;0.135926;0.0941029;
0.00846926;0.222222;0.790123;0.33877;0.188206;0.130296;
0.0432873;0.22183;0.667208;0.791868;0.791868;0.665959;
0.00235257;0.282353;0.522876;0.0941029;0.0522794;0.0361934;
0.0141154;0.202842;0.876256;0.564617;0.313676;0.217161;
0.0188206;0.22907;0.75969;0.752823;0.418235;0.289547;
0.0141154;0.202842;0.876256;0.564617;0.313676;0.217161;
0.0188206;0.22907;0.75969;0.752823;0.418235;0.289547;
0.000941029;0.217391;0.811594;0.0376412;0.0209118;0.0144774;
0.00125471;0.240909;0.707071;0.0501882;0.0278823;0.0193032;
0.00156838;0.282051;0.524217;0.0627353;0.0348529;0.0241289;
0.00188206;0.269928;0.5781;0.0752823;0.0418235;0.0289547;
0.000941029;0.268939;0.582492;0.0376412;0.0209118;0.0144774;
0.00690088;0.210339;0.842939;0.276035;0.153353;0.106167;
0.00172522;0.216634;0.814958;0.0690088;0.0383382;0.0265418;
0.00407779;0.128763;1;0.163112;0.0906176;0.0627353;
0.00172522;0.315399;0.376005;0.0690088;0.0383382;0.0265418;
0.00768507;0.188662;0.939279;0.307403;0.170779;0.118232;
0.0159975;0.205707;0.863523;0.6399;0.3555;0.246115;
0.00548934;0.226708;0.770186;0.219573;0.121985;0.0844513;
0.0200753;0.200684;0.885851;0.803011;0.446117;0.30885;
0.0200753;0.200684;0.885851;0.803011;0.446117;0.30885;
0.00407779;0.268673;0.583674;0.163112;0.0906176;0.0627353;
0.00752823;0.230691;0.752484;0.301129;0.167294;0.115819;
0.00156838;0.271053;0.573099;0.0627353;0.0348529;0.0241289;
0.00172522;0.225524;0.775447;0.0690088;0.0383382;0.0265418;
0.0131744;0.212245;0.834467;0.526976;0.292765;0.202683;
0.000941029;0.253623;0.650564;0.0376412;0.0209118;0.0144774;
0.00297992;0.248313;0.674164;0.119197;0.0662205;0.045845;
0.0258783;0.181689;0.87202;0.97027;0.575073;0.398128;
0.0258783;0.181689;0.87202;0.97027;0.575073;0.398128;
0.00141154;0.262873;0.609455;0.0564617;0.0313676;0.0217161;
0.00407779;0.232742;0.743371;0.163112;0.0906176;0.0627353;
0.00376412;0.278935;0.538066;0.150565;0.083647;0.0579095;
0.0156838;0.25439;0.647154;0.627353;0.348529;0.241289;
0.00219573;0.262391;0.611597;0.0878294;0.0487941;0.0337805;
0.0065872;0.216974;0.813449;0.263488;0.146382;0.101342;
0.0065872;0.216974;0.813449;0.263488;0.146382;0.101342;
0.00235257;0.253623;0.650564;0.0941029;0.0522794;0.0361934;
